Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
20.8333	-66.5093+0.7504i	-76.8183+0.7504i	-76.7441+0.7504i	-91.7691+0.7504i	-68.8603+0.7504i	-80.9382+0.7504i	-58.2082+0.7504i	-94.2017+0.7504i
20.8500	-66.6101+0.7504i	-77.7262+0.7504i	-76.7523+0.7504i	-91.7840+0.7504i	-68.6537+0.7504i	-80.7485+0.7504i	-58.3604+0.7504i	-94.0308+0.7504i
20.8667	-66.6711+0.7504i	-78.3991+0.7504i	-76.7510+0.7504i	-91.7915+0.7504i	-68.4766+0.7504i	-80.7224+0.7504i	-58.5118+0.7504i	-93.8353+0.7504i
20.8833	-66.7124+0.7504i	-78.7472+0.7504i	-76.7426+0.7504i	-91.7923+0.7504i	-68.3735+0.7504i	-80.8630+0.7504i	-58.6446+0.7504i	-93.6306+0.7504i
20.9000	-66.7722+0.7504i	-78.8378+0.7504i	-76.7356+0.7504i	-91.7928+0.7504i	-68.3684+0.7504i	-81.0776+0.7504i	-58.7501+0.7504i	-93.4267+0.7504i
20.9167	-66.8548+0.7504i	-78.8437+0.7504i	-76.7435+0.7504i	-91.8009+0.7504i	-68.4488+0.7504i	-81.2352+0.7504i	-58.8351+0.7504i	-93.2254+0.7504i
20.9333	-66.9356+0.7504i	-78.7756+0.7504i	-76.7723+0.7504i	-91.8184+0.7504i	-68.5717+0.7504i	-81.2645+0.7504i	-58.9221+0.7504i	-93.0221+0.7504i
20.9500	-67.0093+0.7504i	-78.8297+0.7504i	-76.8091+0.7504i	-91.8392+0.7504i	-68.6908+0.7504i	-81.1841+0.7504i	-58.9475+0.7504i	-92.8710+0.7504i
20.9667	-67.1144+0.7504i	-78.7817+0.7504i	-76.8418+0.7504i	-91.8561+0.7504i	-68.7754+0.7504i	-81.0515+0.7504i	-58.9229+0.7504i	-92.7605+0.7504i
20.9833	-67.2693+0.7504i	-78.6137+0.7504i	-76.8658+0.7504i	-91.8667+0.7504i	-68.8200+0.7504i	-80.8984+0.7504i	-58.8551+0.7504i	-92.6816+0.7504i
21.0000	-67.4698+0.7504i	-78.3569+0.7504i	-76.8826+0.7504i	-91.8735+0.7504i	-68.8400+0.7504i	-80.7122+0.7504i	-58.7447+0.7504i	-92.6300+0.7504i
21.0167	-67.7045+0.7504i	-78.0435+0.7504i	-76.8942+0.7504i	-91.8793+0.7504i	-68.8653+0.7504i	-80.4950+0.7504i	-58.6710+0.7504i	-92.6044+0.7504i
21.0333	-67.9554+0.7504i	-77.6860+0.7504i	-76.9011+0.7504i	-91.8844+0.7504i	-68.9130+0.7504i	-80.2587+0.7504i	-58.5580+0.7504i	-92.5921+0.7504i
21.0500	-68.1909+0.7504i	-77.3125+0.7504i	-76.9027+0.7504i	-91.8878+0.7504i	-68.9862+0.7504i	-80.0381+0.7504i	-58.4484+0.7504i	-92.5935+0.7504i
21.0667	-68.3881+0.7504i	-76.9641+0.7504i	-76.9019+0.7504i	-91.8901+0.7504i	-69.0770+0.7504i	-79.7975+0.7504i	-58.3470+0.7504i	-92.6037+0.7504i
21.0833	-68.5657+0.7504i	-76.6475+0.7504i	-76.9034+0.7504i	-91.8938+0.7504i	-69.1580+0.7504i	-79.4791+0.7504i	-58.2771+0.7504i	-92.6151+0.7504i
21.1000	-68.7719+0.7504i	-76.3106+0.7504i	-76.9109+0.7504i	-91.9011+0.7504i	-69.1696+0.7504i	-79.0614+0.7504i	-58.2321+0.7504i	-92.6242+0.7504i
21.1167	-69.0464+0.7504i	-75.8873+0.7504i	-76.9260+0.7504i	-91.9125+0.7504i	-69.0654+0.7504i	-78.6006+0.7504i	-58.2017+0.7504i	-92.6296+0.7504i
21.1333	-69.3974+0.7504i	-75.3273+0.7504i	-76.9508+0.7504i	-91.9278+0.7504i	-68.8545+0.7504i	-78.1911+0.7504i	-58.1834+0.7504i	-92.6301+0.7504i
21.1500	-69.8080+0.7504i	-74.6304+0.7504i	-76.9892+0.7504i	-91.9490+0.7504i	-68.5834+0.7504i	-77.8856+0.7504i	-58.1664+0.7504i	-92.6255+0.7504i
21.1667	-70.2443+0.7504i	-73.8760+0.7504i	-77.0460+0.7504i	-91.9790+0.7504i	-68.3047+0.7504i	-77.6510+0.7504i	-58.1357+0.7504i	-92.6153+0.7504i
21.1833	-70.6882+0.7504i	-73.1674+0.7504i	-77.1139+0.7504i	-92.0198+0.7504i	-68.0459+0.7504i	-77.4041+0.7504i	-58.0737+0.7504i	-92.5991+0.7504i
21.2000	-71.1520+0.7504i	-72.5528+0.7504i	-77.1807+0.7504i	-92.0450+0.7504i	-67.8158+0.7504i	-77.0775+0.7504i	-57.9980+0.7504i	-92.5809+0.7504i
21.2167	-71.6862+0.7504i	-72.0341+0.7504i	-77.2764+0.7504i	-92.1249+0.7504i	-67.6295+0.7504i	-76.6509+0.7504i	-57.8529+0.7504i	-92.5593+0.7504i
21.2333	-72.3047+0.7504i	-71.6355+0.7504i	-77.3840+0.7504i	-92.2582+0.7504i	-67.5133+0.7504i	-76.1193+0.7504i	-57.6962+0.7504i	-92.5376+0.7504i
21.2500	-72.8945+0.7504i	-71.4109+0.7504i	-77.5284+0.7504i	-92.5096+0.7504i	-67.4722+0.7504i	-75.5025+0.7504i	-57.5460+0.7504i	-92.5133+0.7504i
21.2667	-73.2525+0.7504i	-71.3827+0.7504i	-77.6650+0.7504i	-92.8154+0.7504i	-67.4847+0.7504i	-74.8669+0.7504i	-57.4183+0.7504i	-92.4850+0.7504i
21.2833	-73.2524+0.7504i	-71.5170+0.7504i	-77.7761+0.7504i	-93.1185+0.7504i	-67.5148+0.7504i	-74.3165+0.7504i	-57.3227+0.7504i	-92.4548+0.7504i
21.3000	-72.9645+0.7504i	-71.7585+0.7504i	-77.8589+0.7504i	-93.3848+0.7504i	-67.5284+0.7504i	-73.9402+0.7504i	-57.2567+0.7504i	-92.4265+0.7504i
21.3167	-72.4907+0.7504i	-72.0579+0.7504i	-77.9099+0.7504i	-93.5888+0.7504i	-67.4950+0.7504i	-73.7915+0.7504i	-57.2059+0.7504i	-92.4029+0.7504i
21.3333	-72.0063+0.7504i	-72.3499+0.7504i	-77.9231+0.7504i	-93.7216+0.7504i	-67.4045+0.7504i	-73.9072+0.7504i	-57.1561+0.7504i	-92.3869+0.7504i
21.3500	-71.5295+0.7504i	-72.6071+0.7504i	-77.8919+0.7504i	-93.7855+0.7504i	-67.2922+0.7504i	-74.3112+0.7504i	-57.1067+0.7504i	-92.3831+0.7504i
21.3667	-71.0079+0.7504i	-72.8729+0.7504i	-77.8202+0.7504i	-93.7900+0.7504i	-67.2379+0.7504i	-74.9824+0.7504i	-57.0711+0.7504i	-92.3959+0.7504i
21.3833	-70.4148+0.7504i	-73.2389+0.7504i	-77.7268+0.7504i	-93.7492+0.7504i	-67.2931+0.7504i	-75.8069+0.7504i	-57.0644+0.7504i	-92.4220+0.7504i
21.4000	-69.7780+0.7504i	-73.7639+0.7504i	-77.6313+0.7504i	-93.6754+0.7504i	-67.4333+0.7504i	-76.8007+0.7504i	-57.0991+0.7504i	-92.4510+0.7504i
21.4167	-69.1465+0.7504i	-74.4282+0.7504i	-77.5418+0.7504i	-93.5759+0.7504i	-67.6004+0.7504i	-77.4237+0.7504i	-57.1797+0.7504i	-92.4741+0.7504i
21.4333	-68.5419+0.7504i	-75.1704+0.7504i	-77.4586+0.7504i	-93.4576+0.7504i	-67.7593+0.7504i	-77.9984+0.7504i	-57.2976+0.7504i	-92.4883+0.7504i
21.4500	-67.9563+0.7504i	-75.9359+0.7504i	-77.3845+0.7504i	-93.3278+0.7504i	-67.8950+0.7504i	-78.6623+0.7504i	-57.4387+0.7504i	-92.4889+0.7504i
21.4667	-67.3803+0.7504i	-76.6938+0.7504i	-77.3270+0.7504i	-93.1921+0.7504i	-67.9945+0.7504i	-79.5540+0.7504i	-57.5802+0.7504i	-92.4780+0.7504i
21.4833	-66.8175+0.7504i	-77.4253+0.7504i	-77.2915+0.7504i	-93.0538+0.7504i	-68.0730+0.7504i	-80.7508+0.7504i	-57.7136+0.7504i	-92.4511+0.7504i
21.5000	-66.2844+0.7504i	-78.1198+0.7504i	-77.2775+0.7504i	-92.9153+0.7504i	-68.1641+0.7504i	-82.1907+0.7504i	-57.8362+0.7504i	-92.4076+0.7504i
21.5167	-65.8037+0.7504i	-78.8080+0.7504i	-77.2760+0.7504i	-92.7788+0.7504i	-68.2503+0.7504i	-83.5995+0.7504i	-57.9545+0.7504i	-92.3507+0.7504i
21.5333	-65.4020+0.7504i	-79.5551+0.7504i	-77.2689+0.7504i	-92.6421+0.7504i	-68.2534+0.7504i	-84.5991+0.7504i	-58.0825+0.7504i	-92.2891+0.7504i
21.5500	-65.1019+0.7504i	-80.3865+0.7504i	-77.2503+0.7504i	-92.5135+0.7504i	-68.1182+0.7504i	-85.0511+0.7504i	-58.2278+0.7504i	-92.2346+0.7504i
21.5667	-64.9208+0.7504i	-81.2697+0.7504i	-77.2246+0.7504i	-92.3991+0.7504i	-67.8800+0.7504i	-85.1870+0.7504i	-58.3755+0.7504i	-92.1948+0.7504i
21.5833	-64.8602+0.7504i	-82.1638+0.7504i	-77.2205+0.7504i	-92.3260+0.7504i	-67.6352+0.7504i	-85.2854+0.7504i	-58.5027+0.7504i	-92.1703+0.7504i
21.6000	-64.8935+0.7504i	-83.0324+0.7504i	-77.1933+0.7504i	-92.2407+0.7504i	-67.4659+0.7504i	-85.4439+0.7504i	-58.6021+0.7504i	-92.1579+0.7504i
21.6167	-64.9786+0.7504i	-83.8281+0.7504i	-77.1597+0.7504i	-92.1659+0.7504i	-67.3854+0.7504i	-85.6591+0.7504i	-58.6832+0.7504i	-92.1537+0.7504i
21.6333	-65.0778+0.7504i	-84.5016+0.7504i	-77.1235+0.7504i	-92.1000+0.7504i	-67.3646+0.7504i	-85.8812+0.7504i	-58.7598+0.7504i	-92.1518+0.7504i
21.6500	-65.1749+0.7504i	-85.0250+0.7504i	-77.0932+0.7504i	-92.0497+0.7504i	-67.3559+0.7504i	-86.0378+0.7504i	-58.8425+0.7504i	-92.1464+0.7504i
21.6667	-65.2544+0.7504i	-85.3390+0.7504i	-77.0755+0.7504i	-92.0199+0.7504i	-67.3419+0.7504i	-86.0779+0.7504i	-58.9394+0.7504i	-92.1380+0.7504i
21.6833	-65.3106+0.7504i	-85.3871+0.7504i	-77.0692+0.7504i	-92.0081+0.7504i	-67.3322+0.7504i	-86.0338+0.7504i	-59.0521+0.7504i	-92.1335+0.7504i
21.7000	-65.3499+0.7504i	-85.1600+0.7504i	-77.0681+0.7504i	-92.0058+0.7504i	-67.3556+0.7504i	-85.9994+0.7504i	-59.1758+0.7504i	-92.1391+0.7504i
21.7167	-65.3887+0.7504i	-84.7067+0.7504i	-77.0657+0.7504i	-92.0053+0.7504i	-67.4312+0.7504i	-86.0078+0.7504i	-59.3033+0.7504i	-92.1564+0.7504i
21.7333	-65.4435+0.7504i	-84.0902+0.7504i	-77.0576+0.7504i	-92.0004+0.7504i	-67.5604+0.7504i	-85.9983+0.7504i	-59.4232+0.7504i	-92.1843+0.7504i
21.7500	-65.5277+0.7504i	-83.3700+0.7504i	-77.0444+0.7504i	-91.9910+0.7504i	-67.7285+0.7504i	-85.9046+0.7504i	-59.5156+0.7504i	-92.2212+0.7504i
21.7667	-65.6375+0.7504i	-82.5736+0.7504i	-77.0279+0.7504i	-91.9786+0.7504i	-67.9007+0.7504i	-85.6943+0.7504i	-59.5553+0.7504i	-92.2672+0.7504i
21.7833	-65.7605+0.7504i	-81.7074+0.7504i	-77.0081+0.7504i	-91.9625+0.7504i	-68.0380+0.7504i	-85.3474+0.7504i	-59.5303+0.7504i	-92.3222+0.7504i
21.8000	-65.8913+0.7504i	-80.7755+0.7504i	-76.9848+0.7504i	-91.9412+0.7504i	-68.1368+0.7504i	-84.8947+0.7504i	-59.4416+0.7504i	-92.3836+0.7504i
21.8167	-66.0381+0.7504i	-79.7898+0.7504i	-76.9597+0.7504i	-91.9156+0.7504i	-68.2265+0.7504i	-84.4176+0.7504i	-59.2991+0.7504i	-92.4482+0.7504i
21.8333	-66.2078+0.7504i	-78.7683+0.7504i	-76.9346+0.7504i	-91.8891+0.7504i	-68.3448+0.7504i	-83.9960+0.7504i	-58.9102+0.7504i	-92.5766+0.7504i
21.8500	-66.4087+0.7504i	-77.7441+0.7504i	-76.9111+0.7504i	-91.8648+0.7504i	-68.5010+0.7504i	-83.7078+0.7504i	-58.5026+0.7504i	-92.7415+0.7504i
21.8667	-66.6440+0.7504i	-76.7582+0.7504i	-76.8895+0.7504i	-91.8451+0.7504i	-68.6756+0.7504i	-83.6096+0.7504i	-58.1296+0.7504i	-92.9466+0.7504i
21.8833	-66.9042+0.7504i	-75.8431+0.7504i	-76.8683+0.7504i	-91.8298+0.7504i	-68.8309+0.7504i	-83.7219+0.7504i	-57.8226+0.7504i	-93.1808+0.7504i
21.9000	-67.1437+0.7504i	-75.0124+0.7504i	-76.8462+0.7504i	-91.8170+0.7504i	-68.9306+0.7504i	-84.0580+0.7504i	-57.5994+0.7504i	-93.4257+0.7504i
21.9167	-67.3186+0.7504i	-74.2751+0.7504i	-76.8225+0.7504i	-91.8036+0.7504i	-68.9613+0.7504i	-84.5965+0.7504i	-57.4599+0.7504i	-93.6919+0.7504i
21.9333	-67.4071+0.7504i	-73.6403+0.7504i	-76.7997+0.7504i	-91.7886+0.7504i	-68.9577+0.7504i	-85.2009+0.7504i	-57.4005+0.7504i	-93.9865+0.7504i
21.9500	-67.4273+0.7504i	-73.1215+0.7504i	-76.7816+0.7504i	-91.7722+0.7504i	-68.9818+0.7504i	-85.5992+0.7504i	-57.4139+0.7504i	-94.2866+0.7504i
21.9667	-67.4182+0.7504i	-72.7336+0.7504i	-76.7704+0.7504i	-91.7562+0.7504i	-69.0746+0.7504i	-85.5075+0.7504i	-57.4835+0.7504i	-94.5361+0.7504i
21.9833	-67.4233+0.7504i	-72.4907+0.7504i	-76.7682+0.7504i	-91.7429+0.7504i	-69.2362+0.7504i	-84.8515+0.7504i	-57.5887+0.7504i	-94.6796+0.7504i
22.0000	-67.4682+0.7504i	-72.4008+0.7504i	-76.7756+0.7504i	-91.7340+0.7504i	-69.4404+0.7504i	-83.8183+0.7504i	-57.7100+0.7504i	-94.6948+0.7504i
22.0167	-67.5645+0.7504i	-72.4607+0.7504i	-76.7915+0.7504i	-91.7303+0.7504i	-69.6510+0.7504i	-82.5838+0.7504i	-57.8337+0.7504i	-94.5946+0.7504i
22.0333	-67.7095+0.7504i	-72.6607+0.7504i	-76.8116+0.7504i	-91.7319+0.7504i	-69.8626+0.7504i	-80.6790+0.7504i	-57.9508+0.7504i	-94.4137+0.7504i
22.0500	-67.8939+0.7504i	-72.9686+0.7504i	-76.8297+0.7504i	-91.7382+0.7504i	-70.0345+0.7504i	-79.2136+0.7504i	-58.0588+0.7504i	-94.1925+0.7504i
22.0667	-68.1017+0.7504i	-73.3243+0.7504i	-76.8425+0.7504i	-91.7493+0.7504i	-70.2001+0.7504i	-77.9089+0.7504i	-58.1623+0.7504i	-93.9611+0.7504i
22.0833	-68.3137+0.7504i	-73.6490+0.7504i	-76.8515+0.7504i	-91.7657+0.7504i	-70.3916+0.7504i	-76.8314+0.7504i	-58.2682+0.7504i	-93.7354+0.7504i
22.1000	-68.5099+0.7504i	-73.8908+0.7504i	-76.8595+0.7504i	-91.7865+0.7504i	-70.6254+0.7504i	-75.9860+0.7504i	-58.3782+0.7504i	-93.5233+0.7504i
22.1167	-68.6783+0.7504i	-74.0403+0.7504i	-76.8697+0.7504i	-91.8101+0.7504i	-70.8989+0.7504i	-75.3799+0.7504i	-58.4888+0.7504i	-93.3296+0.7504i
22.1333	-68.8091+0.7504i	-74.1238+0.7504i	-76.8855+0.7504i	-91.8347+0.7504i	-71.2044+0.7504i	-74.9935+0.7504i	-58.6019+0.7504i	-93.1536+0.7504i
22.1500	-68.9114+0.7504i	-74.1449+0.7504i	-76.8982+0.7504i	-91.8563+0.7504i	-71.5127+0.7504i	-74.7661+0.7504i	-58.7323+0.7504i	-92.9817+0.7504i
22.1667	-68.9650+0.7504i	-74.2337+0.7504i	-76.9026+0.7504i	-91.8730+0.7504i	-71.7753+0.7504i	-74.5957+0.7504i	-58.8349+0.7504i	-92.8397+0.7504i
22.1833	-68.9978+0.7504i	-74.3536+0.7504i	-76.9000+0.7504i	-91.8853+0.7504i	-71.9476+0.7504i	-74.3931+0.7504i	-58.8967+0.7504i	-92.7260+0.7504i
22.2000	-68.9986+0.7504i	-74.5026+0.7504i	-76.8949+0.7504i	-91.8956+0.7504i	-72.0145+0.7504i	-74.1215+0.7504i	-58.9304+0.7504i	-92.6317+0.7504i
22.2167	-68.9791+0.7504i	-74.6549+0.7504i	-76.8921+0.7504i	-91.9064+0.7504i	-71.9990+0.7504i	-73.8148+0.7504i	-58.9334+0.7504i	-92.5653+0.7504i
22.2333	-68.9558+0.7504i	-74.7920+0.7504i	-76.8906+0.7504i	-91.9168+0.7504i	-71.9533+0.7504i	-73.5494+0.7504i	-58.9270+0.7504i	-92.5233+0.7504i
22.2500	-68.9504+0.7504i	-74.9025+0.7504i	-76.8941+0.7504i	-91.9234+0.7504i	-71.8786+0.7504i	-73.3739+0.7504i	-59.1079+0.7504i	-92.5226+0.7504i
22.2667	-68.9537+0.7504i	-74.9935+0.7504i	-76.8964+0.7504i	-91.9275+0.7504i	-71.7365+0.7504i	-73.2713+0.7504i	-59.1941+0.7504i	-92.5184+0.7504i
22.2833	-68.9611+0.7504i	-75.0936+0.7504i	-76.9006+0.7504i	-91.9325+0.7504i	-71.5132+0.7504i	-73.1951+0.7504i	-59.2662+0.7504i	-92.5164+0.7504i
22.3000	-68.9875+0.7504i	-75.2377+0.7504i	-76.9117+0.7504i	-91.9423+0.7504i	-71.2224+0.7504i	-73.1017+0.7504i	-59.2739+0.7504i	-92.5070+0.7504i
22.3167	-69.0742+0.7504i	-75.4238+0.7504i	-76.9298+0.7504i	-91.9586+0.7504i	-70.8465+0.7504i	-73.0017+0.7504i	-59.2584+0.7504i	-92.4935+0.7504i
22.3333	-69.2018+0.7504i	-75.6557+0.7504i	-76.9520+0.7504i	-91.9796+0.7504i	-70.3661+0.7504i	-72.9396+0.7504i	-59.2090+0.7504i	-92.4755+0.7504i
22.3500	-69.3505+0.7504i	-75.9159+0.7504i	-76.9759+0.7504i	-92.0029+0.7504i	-69.7863+0.7504i	-72.9473+0.7504i	-59.0947+0.7504i	-92.4515+0.7504i
22.3667	-69.5252+0.7504i	-76.1671+0.7504i	-77.0034+0.7504i	-92.0269+0.7504i	-69.1563+0.7504i	-73.0268+0.7504i	-58.9626+0.7504i	-92.4199+0.7504i
22.3833	-69.7430+0.7504i	-76.3622+0.7504i	-77.0399+0.7504i	-92.0509+0.7504i	-68.5465+0.7504i	-73.1581+0.7504i	-58.8252+0.7504i	-92.3991+0.7504i
22.4000	-69.9963+0.7504i	-76.4665+0.7504i	-77.0904+0.7504i	-92.0748+0.7504i	-68.0185+0.7504i	-73.3280+0.7504i	-58.7066+0.7504i	-92.3884+0.7504i
22.4167	-70.2523+0.7504i	-76.4734+0.7504i	-77.1550+0.7504i	-92.0986+0.7504i	-67.5982+0.7504i	-73.5243+0.7504i	-58.6025+0.7504i	-92.3871+0.7504i
22.4333	-70.4572+0.7504i	-76.4088+0.7504i	-77.2313+0.7504i	-92.1248+0.7504i	-67.2758+0.7504i	-73.7385+0.7504i	-58.4940+0.7504i	-92.3912+0.7504i
22.4500	-70.5670+0.7504i	-76.3213+0.7504i	-77.3110+0.7504i	-92.1613+0.7504i	-67.0367+0.7504i	-73.9574+0.7504i	-58.3634+0.7504i	-92.3934+0.7504i
22.4667	-70.5615+0.7504i	-76.2864+0.7504i	-77.3867+0.7504i	-92.1927+0.7504i	-66.8803+0.7504i	-74.1841+0.7504i	-58.2088+0.7504i	-92.3873+0.7504i
22.4833	-70.4523+0.7504i	-76.3068+0.7504i	-77.4729+0.7504i	-92.2820+0.7504i	-66.8178+0.7504i	-74.4427+0.7504i	-58.0421+0.7504i	-92.3710+0.7504i
22.5000	-70.2536+0.7504i	-76.3578+0.7504i	-77.5820+0.7504i	-92.4641+0.7504i	-66.8520+0.7504i	-74.7515+0.7504i	-57.8812+0.7504i	-92.3484+0.7504i
22.5167	-69.9924+0.7504i	-76.4057+0.7504i	-77.6657+0.7504i	-92.6661+0.7504i	-66.9685+0.7504i	-75.2089+0.7504i	-57.7372+0.7504i	-92.3250+0.7504i
22.5333	-69.6966+0.7504i	-76.4416+0.7504i	-77.7265+0.7504i	-92.8804+0.7504i	-67.0585+0.7504i	-75.5630+0.7504i	-57.6186+0.7504i	-92.3054+0.7504i
22.5500	-69.3904+0.7504i	-76.4548+0.7504i	-77.7596+0.7504i	-93.0938+0.7504i	-67.0979+0.7504i	-76.0116+0.7504i	-57.5369+0.7504i	-92.2945+0.7504i
22.5667	-69.0783+0.7504i	-76.4541+0.7504i	-77.7543+0.7504i	-93.2890+0.7504i	-67.0797+0.7504i	-76.5980+0.7504i	-57.5034+0.7504i	-92.2960+0.7504i
22.5833	-68.7592+0.7504i	-76.4700+0.7504i	-77.7049+0.7504i	-93.4473+0.7504i	-67.0349+0.7504i	-77.3287+0.7504i	-57.5150+0.7504i	-92.3085+0.7504i
22.6000	-68.4263+0.7504i	-76.5439+0.7504i	-77.6189+0.7504i	-93.5544+0.7504i	-66.9975+0.7504i	-78.1748+0.7504i	-57.5604+0.7504i	-92.3274+0.7504i
22.6167	-68.0710+0.7504i	-76.6797+0.7504i	-77.5133+0.7504i	-93.6022+0.7504i	-66.9908+0.7504i	-79.1061+0.7504i	-57.6277+0.7504i	-92.3472+0.7504i
22.6333	-67.6949+0.7504i	-76.8647+0.7504i	-77.4063+0.7504i	-93.5911+0.7504i	-67.0202+0.7504i	-80.0887+0.7504i	-57.7092+0.7504i	-92.3633+0.7504i
22.6500	-67.3203+0.7504i	-77.0919+0.7504i	-77.3115+0.7504i	-93.5309+0.7504i	-67.0797+0.7504i	-81.0730+0.7504i	-57.7971+0.7504i	-92.3732+0.7504i
22.6667	-66.9858+0.7504i	-77.3724+0.7504i	-77.2372+0.7504i	-93.4374+0.7504i	-67.1608+0.7504i	-81.9766+0.7504i	-57.8835+0.7504i	-92.3770+0.7504i
22.6833	-66.7185+0.7504i	-77.7207+0.7504i	-77.1867+0.7504i	-93.3254+0.7504i	-67.2528+0.7504i	-82.7323+0.7504i	-57.9639+0.7504i	-92.3757+0.7504i
22.7000	-66.5264+0.7504i	-78.1412+0.7504i	-77.1611+0.7504i	-93.2048+0.7504i	-67.3322+0.7504i	-83.3653+0.7504i	-58.0368+0.7504i	-92.3710+0.7504i
22.7167	-66.4044+0.7504i	-78.6237+0.7504i	-77.1576+0.7504i	-93.0808+0.7504i	-67.3790+0.7504i	-84.0130+0.7504i	-58.1129+0.7504i	-92.3576+0.7504i
22.7333	-66.3401+0.7504i	-79.1402+0.7504i	-77.1681+0.7504i	-92.9535+0.7504i	-67.4007+0.7504i	-84.8111+0.7504i	-58.1942+0.7504i	-92.3366+0.7504i
22.7500	-66.3071+0.7504i	-79.6446+0.7504i	-77.1774+0.7504i	-92.8142+0.7504i	-67.4266+0.7504i	-85.8086+0.7504i	-58.2832+0.7504i	-92.3099+0.7504i
22.7667	-66.2798+0.7504i	-80.0812+0.7504i	-77.1692+0.7504i	-92.6554+0.7504i	-67.4816+0.7504i	-87.0204+0.7504i	-58.3714+0.7504i	-92.2834+0.7504i
22.7833	-66.2495+0.7504i	-80.4108+0.7504i	-77.1596+0.7504i	-92.5108+0.7504i	-67.5691+0.7504i	-88.4661+0.7504i	-58.4685+0.7504i	-92.2574+0.7504i
22.8000	-66.2102+0.7504i	-80.6269+0.7504i	-77.1545+0.7504i	-92.3873+0.7504i	-67.6824+0.7504i	-90.0325+0.7504i	-58.5700+0.7504i	-92.2359+0.7504i
22.8167	-66.1572+0.7504i	-80.7393+0.7504i	-77.1515+0.7504i	-92.3222+0.7504i	-67.8111+0.7504i	-91.3087+0.7504i	-58.6761+0.7504i	-92.2225+0.7504i
22.8333	-66.0892+0.7504i	-80.7695+0.7504i	-77.1495+0.7504i	-92.2735+0.7504i	-67.9456+0.7504i	-91.8312+0.7504i	-58.7878+0.7504i	-92.2207+0.7504i
22.8500	-66.0181+0.7504i	-80.7295+0.7504i	-77.1431+0.7504i	-92.2458+0.7504i	-68.0695+0.7504i	-91.6846+0.7504i	-58.9047+0.7504i	-92.2300+0.7504i
22.8667	-65.9528+0.7504i	-80.6151+0.7504i	-77.1316+0.7504i	-92.2349+0.7504i	-68.1634+0.7504i	-91.4150+0.7504i	-59.0220+0.7504i	-92.2450+0.7504i
22.8833	-65.8985+0.7504i	-80.4130+0.7504i	-77.1183+0.7504i	-92.2359+0.7504i	-68.2153+0.7504i	-91.3531+0.7504i	-59.1347+0.7504i	-92.2605+0.7504i
22.9000	-65.8637+0.7504i	-80.1345+0.7504i	-77.0997+0.7504i	-92.2407+0.7504i	-68.2304+0.7504i	-91.4974+0.7504i	-59.2395+0.7504i	-92.2741+0.7504i
22.9167	-65.8583+0.7504i	-79.8179+0.7504i	-77.0713+0.7504i	-92.2431+0.7504i	-68.2229+0.7504i	-91.6217+0.7504i	-59.3414+0.7504i	-92.2860+0.7504i
22.9333	-65.8863+0.7504i	-79.4880+0.7504i	-77.0346+0.7504i	-92.2405+0.7504i	-68.2171+0.7504i	-91.3076+0.7504i	-59.4501+0.7504i	-92.2983+0.7504i
22.9500	-65.9345+0.7504i	-79.1294+0.7504i	-76.9935+0.7504i	-92.2335+0.7504i	-68.2385+0.7504i	-90.2621+0.7504i	-59.5679+0.7504i	-92.3128+0.7504i
22.9667	-65.9788+0.7504i	-78.7057+0.7504i	-76.9531+0.7504i	-92.2221+0.7504i	-68.3152+0.7504i	-88.6469+0.7504i	-59.7062+0.7504i	-92.3279+0.7504i
22.9833	-66.0008+0.7504i	-78.1902+0.7504i	-76.9178+0.7504i	-92.2066+0.7504i	-68.4701+0.7504i	-86.8394+0.7504i	-59.7175+0.7504i	-92.3570+0.7504i
23.0000	-65.9998+0.7504i	-77.5802+0.7504i	-76.8886+0.7504i	-92.1877+0.7504i	-68.7149+0.7504i	-85.1102+0.7504i	-59.6258+0.7504i	-92.3971+0.7504i
23.0167	-65.9836+0.7504i	-76.8879+0.7504i	-76.8655+0.7504i	-92.1720+0.7504i	-69.0300+0.7504i	-83.5973+0.7504i	-59.4253+0.7504i	-92.4782+0.7504i
23.0333	-65.9645+0.7504i	-76.1520+0.7504i	-76.8481+0.7504i	-92.1494+0.7504i	-69.3685+0.7504i	-82.3539+0.7504i	-59.1672+0.7504i	-92.6059+0.7504i
23.0500	-65.9577+0.7504i	-75.4220+0.7504i	-76.8319+0.7504i	-92.1300+0.7504i	-69.6769+0.7504i	-81.3599+0.7504i	-58.8728+0.7504i	-92.8082+0.7504i
23.0667	-65.9694+0.7504i	-74.7435+0.7504i	-76.8162+0.7504i	-92.1128+0.7504i	-69.9110+0.7504i	-80.5534+0.7504i	-58.6100+0.7504i	-93.0416+0.7504i
23.0833	-66.0072+0.7504i	-74.1517+0.7504i	-76.8028+0.7504i	-92.0969+0.7504i	-70.0327+0.7504i	-79.9098+0.7504i	-58.3909+0.7504i	-93.2832+0.7504i
23.1000	-66.0684+0.7504i	-73.6726+0.7504i	-76.7964+0.7504i	-92.0834+0.7504i	-70.0241+0.7504i	-79.4504+0.7504i	-58.2070+0.7504i	-93.5249+0.7504i
